Variable,Measure,Country,Value
Female physicians aged 35-44 years old,Number of persons (head counts),Germany,25806.0
Female physicians aged 45-54 years old,Number of persons (head counts),Germany,40601.0
Female physicians aged 55-64 years old,Number of persons (head counts),Germany,59216.0
Female physicians aged 65-74 years old,Number of persons (head counts),Germany,6233.0
Total male physicians,Number of persons (head counts),Germany,191397.0
Male physicians under 35 years old,Number of persons (head counts),Germany,31565.0
Male physicians aged 35-44 years old,Number of persons (head counts),Germany,21475.0
Male physicians aged 45-54 years old,Number of persons (head counts),Germany,40180.0
Male physicians aged 55-64 years old,Number of persons (head counts),Germany,79654.0
Male physicians aged 65-74 years old,Number of persons (head counts),Germany,18523.0
Total physicians,Number of persons (head counts),Germany,365100.0
Total physicians under 35 years old,Number of persons (head counts),Germany,73412.0
Total physicians aged 35-44 years old,Number of persons (head counts),Germany,47281.0
Total physicians aged 45-54 years old,Number of persons (head counts),Germany,80781.0
Total physicians aged 55-64 years old,Number of persons (head counts),Germany,138870.0
Total physicians aged 65-74 years old,Number of persons (head counts),Germany,24756.0
Generalist medical practitioners,Number of persons (head counts),Germany,83633.0
General paediatricians,Number of persons (head counts),Germany,14526.0
Obstetricians and gynaecologists,Number of persons (head counts),Germany,21439.0
Psychiatrists,Number of persons (head counts),Germany,23024.0
Medical group of specialists,Number of persons (head counts),Germany,118882.0
Surgical group of specialists,Number of persons (head counts),Germany,101351.0
Medical doctors not further defined,Number of persons (head counts),Germany,0.0
Practising midwives,Number of persons (head counts),Germany,25000.0
Professionally active midwives,Number of persons (head counts),Germany,26000.0
Practising nurses,Number of persons (head counts),Germany,1159000.0
"Professional nurses, practising",Number of persons (head counts),Germany,979000.0
"Associate Professional nurses, practising",Number of persons (head counts),Germany,181000.0
Professionally active nurses,Number of persons (head counts),Germany,1421000.0
"Professional nurses, professionally active",Number of persons (head counts),Germany,1141000.0
"Associate Professional nurses, professionally active",Number of persons (head counts),Germany,279000.0
Practising caring personnel,Number of persons (head counts),Germany,448479.0
Practising dentists,Number of persons (head counts),Germany,71040.0
Professionally active dentists,Number of persons (head counts),Germany,74370.0
Dentists licensed to practice,Number of persons (head counts),Germany,100842.0
Practising pharmacists,Number of persons (head counts),Germany,55415.0
Professionally active pharmacists,Number of persons (head counts),Germany,67182.0
Pharmacists licensed to practice,Number of persons (head counts),Germany,89018.0
Practising physiotherapists,Number of persons (head counts),Germany,194000.0
Total hospital employment,Number of persons (head counts),Germany,1422000.0
Physicians employed in hospitals,Number of persons (head counts),Germany,206000.0
Professional nurses and midwives employed in hospitals,Number of persons (head counts),Germany,517000.0
Associate nurses employed in hospitals,Number of persons (head counts),Germany,60000.0
Other health service providers employed in hospitals,Number of persons (head counts),Germany,322000.0
Other staff employed in hospitals,Number of persons (head counts),Germany,316000.0
Other specialists not elsewhere classified,Number of persons (head counts),Germany,2245.0
General practitioners,Number of persons (head counts),Germany,59711.5
Other generalist (non-specialist) medical practitioners,Number of persons (head counts),Germany,23921.5
Specialist medical practitioners,Number of persons (head counts),Germany,281467.0
Total health and social employment,Number of persons (head counts),Italy,1998500.0
Practising physicians,Number of persons (head counts),Italy,241945.0
Professionally active physicians,Number of persons (head counts),Italy,257975.0
Physicians licensed to practice,Number of persons (head counts),Italy,409338.0
Total female physicians,Number of persons (head counts),Italy,105852.0
Female physicians under 35 years old,Number of persons (head counts),Italy,12680.0
Female physicians aged 35-44 years old,Number of persons (head counts),Italy,27141.0
Female physicians aged 45-54 years old,Number of persons (head counts),Italy,22891.0
Female physicians aged 55-64 years old,Number of persons (head counts),Italy,32778.0
Female physicians aged 65-74 years old,Number of persons (head counts),Italy,10083.0
Total male physicians,Number of persons (head counts),Italy,136093.0
Male physicians under 35 years old,Number of persons (head counts),Italy,8670.0
Male physicians aged 35-44 years old,Number of persons (head counts),Italy,15196.0
Male physicians aged 45-54 years old,Number of persons (head counts),Italy,19740.0
Male physicians aged 55-64 years old,Number of persons (head counts),Italy,52541.0
Male physicians aged 65-74 years old,Number of persons (head counts),Italy,36970.0
Total physicians,Number of persons (head counts),Italy,241945.0
Total physicians under 35 years old,Number of persons (head counts),Italy,21350.0
Total physicians aged 35-44 years old,Number of persons (head counts),Italy,42337.0
Total physicians aged 45-54 years old,Number of persons (head counts),Italy,42631.0
Total physicians aged 55-64 years old,Number of persons (head counts),Italy,85319.0
Total physicians aged 65-74 years old,Number of persons (head counts),Italy,47053.0
Generalist medical practitioners,Number of persons (head counts),Italy,52555.0
General paediatricians,Number of persons (head counts),Italy,17023.0
Obstetricians and gynaecologists,Number of persons (head counts),Italy,12187.0
Psychiatrists,Number of persons (head counts),Italy,10382.0
Medical group of specialists,Number of persons (head counts),Italy,89017.0
Surgical group of specialists,Number of persons (head counts),Italy,60781.0
Practising midwives,Number of persons (head counts),Italy,17253.0
Professionally active midwives,Number of persons (head counts),Italy,17926.0
Midwives licensed to practice,Number of persons (head counts),Italy,21013.0
Practising nurses,Number of persons (head counts),Italy,367684.0
"Professional nurses, practising",Number of persons (head counts),Italy,367684.0
"Associate Professional nurses, practising",Number of persons (head counts),Italy,0.0
Professionally active nurses,Number of persons (head counts),Italy,398939.0
"Professional nurses, professionally active",Number of persons (head counts),Italy,398939.0
"Associate Professional nurses, professionally active",Number of persons (head counts),Italy,0.0
Nurses licensed to practice,Number of persons (head counts),Italy,449571.0
"Professional nurses, licensed to practice",Number of persons (head counts),Italy,449571.0
"Associate Professional nurses, licensed to practice",Number of persons (head counts),Italy,0.0
Practising caring personnel,Number of persons (head counts),Italy,623152.0
Professionally active caring personnel,Number of persons (head counts),Italy,689646.0
Practising dentists,Number of persons (head counts),Italy,51954.0
Professionally active dentists,Number of persons (head counts),Italy,51954.0
Dentists licensed to practice,Number of persons (head counts),Italy,62846.0
Practising pharmacists,Number of persons (head counts),Italy,75000.0
Professionally active pharmacists,Number of persons (head counts),Italy,76350.0
Pharmacists licensed to practice,Number of persons (head counts),Italy,97967.0
Practising physiotherapists,Number of persons (head counts),Italy,65806.0
Total hospital employment,Number of persons (head counts),Italy,640198.0
Physicians employed in hospitals,Number of persons (head counts),Italy,137131.0
Professional nurses and midwives employed in hospitals,Number of persons (head counts),Italy,267742.0
Associate nurses employed in hospitals,Number of persons (head counts),Italy,0.0
Other health service providers employed in hospitals,Number of persons (head counts),Italy,74544.0
Other staff employed in hospitals,Number of persons (head counts),Italy,160781.0
Other specialists not elsewhere classified,Number of persons (head counts),Italy,0.0
General practitioners,Number of persons (head counts),Italy,42428.0
Other generalist (non-specialist) medical practitioners,Number of persons (head counts),Italy,10127.0
Specialist medical practitioners,Number of persons (head counts),Italy,189390.0
Practising physicians,Number of persons (head counts),Netherlands,64438.0
Physicians licensed to practice,Number of persons (head counts),Netherlands,68560.0
Total female physicians,Number of persons (head counts),Netherlands,36352.0
Female physicians under 35 years old,Number of persons (head counts),Netherlands,14035.0
Female physicians aged 35-44 years old,Number of persons (head counts),Netherlands,10251.0
Female physicians aged 45-54 years old,Number of persons (head counts),Netherlands,6843.0
Female physicians aged 55-64 years old,Number of persons (head counts),Netherlands,4506.0
Female physicians aged 65-74 years old,Number of persons (head counts),Netherlands,717.0
Total male physicians,Number of persons (head counts),Netherlands,28086.0
Male physicians under 35 years old,Number of persons (head counts),Netherlands,6399.0
Male physicians aged 35-44 years old,Number of persons (head counts),Netherlands,5859.0
Male physicians aged 45-54 years old,Number of persons (head counts),Netherlands,5279.0
Male physicians aged 55-64 years old,Number of persons (head counts),Netherlands,7663.0
Male physicians aged 65-74 years old,Number of persons (head counts),Netherlands,2886.0
Total physicians,Number of persons (head counts),Netherlands,64438.0
Total physicians under 35 years old,Number of persons (head counts),Netherlands,20434.0
Total physicians aged 35-44 years old,Number of persons (head counts),Netherlands,16110.0
Total physicians aged 45-54 years old,Number of persons (head counts),Netherlands,12122.0
Total physicians aged 55-64 years old,Number of persons (head counts),Netherlands,12169.0
Total physicians aged 65-74 years old,Number of persons (head counts),Netherlands,3603.0
Generalist medical practitioners,Number of persons (head counts),Netherlands,29789.0
General paediatricians,Number of persons (head counts),Netherlands,1835.0
Obstetricians and gynaecologists,Number of persons (head counts),Netherlands,1663.0
Psychiatrists,Number of persons (head counts),Netherlands,4153.0
Medical group of specialists,Number of persons (head counts),Netherlands,15881.0
Surgical group of specialists,Number of persons (head counts),Netherlands,7296.0
Practising midwives,Number of persons (head counts),Netherlands,4118.0
Midwives licensed to practice,Number of persons (head counts),Netherlands,4309.0
Practising nurses,Number of persons (head counts),Netherlands,185394.0
Nurses licensed to practice,Number of persons (head counts),Netherlands,192060.0
Practising caring personnel,Number of persons (head counts),Netherlands,234000.0
Practising dentists,Number of persons (head counts),Netherlands,9561.0
Dentists licensed to practice,Number of persons (head counts),Netherlands,10311.0
Practising pharmacists,Number of persons (head counts),Netherlands,3714.0
Professionally active pharmacists,Number of persons (head counts),Netherlands,5222.0
Pharmacists licensed to practice,Number of persons (head counts),Netherlands,5524.0
Practising physiotherapists,Number of persons (head counts),Netherlands,32915.0
Total hospital employment,Number of persons (head counts),Netherlands,257862.0
Physicians employed in hospitals,Number of persons (head counts),Netherlands,23377.0
