Country,Indicator,Gender,Age Group,VAL,Value.1
Israel,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,155.0
Israel,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,148.9
Israel,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,161.1
Israel,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,268.8
Israel,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,LOW_CI,260.9
Israel,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,UP_CI,276.6
Israel,Diabetes lower extremity amputation using linked data,Female,15 years old and over,AS_STD_RATE_MPOP,10.1
Israel,Diabetes lower extremity amputation using linked data,Female,15 years old and over,LOW_CI,9.0
Israel,Diabetes lower extremity amputation using linked data,Female,15 years old and over,UP_CI,11.2
Israel,Diabetes lower extremity amputation using linked data,Female,15 years old and over,AS_STD_RATE_MDIAB,59.3
Israel,Diabetes lower extremity amputation using linked data,Female,15 years old and over,UP_CI_DIAB,69.0
Israel,Diabetes lower extremity amputation using linked data,Female,15 years old and over,LOW_CI_DIAB,49.5
Israel,Asthma hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,38.9
Israel,Asthma hospital admission,Total,15 years old and over,LOW_CI,37.3
Israel,Asthma hospital admission,Total,15 years old and over,UP_CI,40.5
Israel,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,154.6
Israel,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,151.4
Israel,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,157.8
Israel,Congestive heart failure hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,222.8
Israel,Congestive heart failure hospital admission,Total,15 years old and over,LOW_CI,218.9
Israel,Congestive heart failure hospital admission,Total,15 years old and over,UP_CI,226.7
Israel,Diabetes hospital admission ,Total,15 years old and over,AS_STD_RATE_MPOP,71.2
Israel,Diabetes hospital admission ,Total,15 years old and over,LOW_CI,69.0
Israel,Diabetes hospital admission ,Total,15 years old and over,UP_CI,73.4
Israel,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,AS_STD_RATE_MPOP,17.6
Israel,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,LOW_CI,16.5
Israel,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,UP_CI,18.7
Israel,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,AS_STD_RATE_MDIAB,101.7
Israel,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,UP_CI_DIAB,110.1
Israel,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,LOW_CI_DIAB,93.3
Israel,Hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,81.5
Israel,Hypertension hospital admission,Total,15 years old and over,LOW_CI,79.2
Israel,Hypertension hospital admission,Total,15 years old and over,UP_CI,83.9
Israel,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,193.5
Israel,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,188.7
Israel,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,198.3
Israel,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,304.3
Israel,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,LOW_CI,298.1
Israel,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,UP_CI,310.6
Israel,Diabetes lower extremity amputation using linked data,Total,15 years old and over,AS_STD_RATE_MPOP,18.1
Israel,Diabetes lower extremity amputation using linked data,Total,15 years old and over,LOW_CI,17.0
Israel,Diabetes lower extremity amputation using linked data,Total,15 years old and over,UP_CI,19.2
Israel,Diabetes lower extremity amputation using linked data,Total,15 years old and over,AS_STD_RATE_MDIAB,102.6
Israel,Diabetes lower extremity amputation using linked data,Total,15 years old and over,UP_CI_DIAB,110.8
Israel,Diabetes lower extremity amputation using linked data,Total,15 years old and over,LOW_CI_DIAB,94.3
Netherlands,Excess mortality for patients diagnosed with schizophrenia,Male,15-74 years old,AS_STD_RATIO,3.9
Netherlands,Excess mortality for patients diagnosed with bipolar disorder,Male,15-74 years old,AS_STD_RATIO,2.9
Netherlands,Excess mortality for patients diagnosed with schizophrenia,Female,15-74 years old,AS_STD_RATIO,3.8
Netherlands,Excess mortality for patients diagnosed with bipolar disorder,Female,15-74 years old,AS_STD_RATIO,2.7
Netherlands,Excess mortality for patients diagnosed with schizophrenia,Total,15-74 years old,AS_STD_RATIO,3.8
Netherlands,Excess mortality for patients diagnosed with bipolar disorder,Total,15-74 years old,AS_STD_RATIO,2.8
Norway,Excess mortality for patients diagnosed with schizophrenia,Male,15-74 years old,AS_STD_RATIO,4.0
Norway,Excess mortality for patients diagnosed with bipolar disorder,Male,15-74 years old,AS_STD_RATIO,2.9
Norway,Excess mortality for patients diagnosed with schizophrenia,Female,15-74 years old,AS_STD_RATIO,2.4
Norway,Excess mortality for patients diagnosed with bipolar disorder,Female,15-74 years old,AS_STD_RATIO,4.3
Norway,Excess mortality for patients diagnosed with schizophrenia,Total,15-74 years old,AS_STD_RATIO,3.4
Norway,Excess mortality for patients diagnosed with bipolar disorder,Total,15-74 years old,AS_STD_RATIO,3.5
Sweden,Excess mortality for patients diagnosed with schizophrenia,Male,15-74 years old,AS_STD_RATIO,3.8
Sweden,Excess mortality for patients diagnosed with bipolar disorder,Male,15-74 years old,AS_STD_RATIO,2.6
Sweden,Excess mortality for patients diagnosed with schizophrenia,Female,15-74 years old,AS_STD_RATIO,5.7
Sweden,Excess mortality for patients diagnosed with bipolar disorder,Female,15-74 years old,AS_STD_RATIO,2.3
Sweden,Excess mortality for patients diagnosed with schizophrenia,Total,15-74 years old,AS_STD_RATIO,4.6
Sweden,Excess mortality for patients diagnosed with bipolar disorder,Total,15-74 years old,AS_STD_RATIO,2.5
Israel,Excess mortality for patients diagnosed with schizophrenia,Male,15-74 years old,AS_STD_RATIO,4.1
Israel,Excess mortality for patients diagnosed with bipolar disorder,Male,15-74 years old,AS_STD_RATIO,3.4
Israel,Excess mortality for patients diagnosed with schizophrenia,Female,15-74 years old,AS_STD_RATIO,4.7
Israel,Excess mortality for patients diagnosed with bipolar disorder,Female,15-74 years old,AS_STD_RATIO,4.0
Israel,Excess mortality for patients diagnosed with schizophrenia,Total,15-74 years old,AS_STD_RATIO,4.3
Israel,Excess mortality for patients diagnosed with bipolar disorder,Total,15-74 years old,AS_STD_RATIO,3.7
Canada,In-patient suicide among patients diagnosed with a mental disorder,Male,15 years old and over,AS_STD_RATE_CPAT,0.07
Canada,In-patient suicide among patients diagnosed with a mental disorder,Male,15 years old and over,LOW_CI,0.06
Canada,In-patient suicide among patients diagnosed with a mental disorder,Male,15 years old and over,UP_CI,0.09
Canada,In-patient suicide among patients diagnosed with a mental disorder,Female,15 years old and over,AS_STD_RATE_CPAT,0.05
Canada,In-patient suicide among patients diagnosed with a mental disorder,Female,15 years old and over,LOW_CI,0.04
Canada,In-patient suicide among patients diagnosed with a mental disorder,Female,15 years old and over,UP_CI,0.06
Canada,In-patient suicide among patients diagnosed with a mental disorder,Total,15 years old and over,AS_STD_RATE_CPAT,0.06
Canada,In-patient suicide among patients diagnosed with a mental disorder,Total,15 years old and over,LOW_CI,0.05
Canada,In-patient suicide among patients diagnosed with a mental disorder,Total,15 years old and over,UP_CI,0.07
Norway,In-patient suicide among patients diagnosed with a mental disorder,Male,15 years old and over,AS_STD_RATE_CPAT,0.03
Norway,In-patient suicide among patients diagnosed with a mental disorder,Male,15 years old and over,LOW_CI,0.01
Norway,In-patient suicide among patients diagnosed with a mental disorder,Male,15 years old and over,UP_CI,0.06
Norway,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,AS_STD_RATE_CPAT,0.6
Norway,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,LOW_CI,0.46
Norway,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,UP_CI,0.73
Norway,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,AS_STD_RATE_CPAT,0.14
Norway,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,LOW_CI,0.07
Norway,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,UP_CI,0.2
Norway,In-patient suicide among patients diagnosed with a mental disorder,Female,15 years old and over,AS_STD_RATE_CPAT,0.0
Norway,In-patient suicide among patients diagnosed with a mental disorder,Female,15 years old and over,LOW_CI,0.0
Norway,In-patient suicide among patients diagnosed with a mental disorder,Female,15 years old and over,UP_CI,0.01
Norway,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,AS_STD_RATE_CPAT,0.43
Norway,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,LOW_CI,0.31
Norway,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,UP_CI,0.54
Norway,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,AS_STD_RATE_CPAT,0.11
Norway,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,LOW_CI,0.05
Norway,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,UP_CI,0.16
Norway,In-patient suicide among patients diagnosed with a mental disorder,Total,15 years old and over,AS_STD_RATE_CPAT,0.02
Norway,In-patient suicide among patients diagnosed with a mental disorder,Total,15 years old and over,LOW_CI,0.01
Norway,In-patient suicide among patients diagnosed with a mental disorder,Total,15 years old and over,UP_CI,0.03
Norway,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,AS_STD_RATE_CPAT,0.51
Norway,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,LOW_CI,0.42
Norway,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,UP_CI,0.6
Norway,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,AS_STD_RATE_CPAT,0.12
Norway,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,LOW_CI,0.08
Norway,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,UP_CI,0.16
Sweden,In-patient suicide among patients diagnosed with a mental disorder,Male,15 years old and over,AS_STD_RATE_CPAT,0.43
Sweden,In-patient suicide among patients diagnosed with a mental disorder,Male,15 years old and over,LOW_CI,0.37
Sweden,In-patient suicide among patients diagnosed with a mental disorder,Male,15 years old and over,UP_CI,0.5
Sweden,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,AS_STD_RATE_CPAT,0.43
Sweden,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,LOW_CI,0.37
Sweden,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,UP_CI,0.5
Sweden,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,AS_STD_RATE_CPAT,0.19
Sweden,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,LOW_CI,0.14
Sweden,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Male,15 years old and over,UP_CI,0.23
Sweden,In-patient suicide among patients diagnosed with a mental disorder,Female,15 years old and over,AS_STD_RATE_CPAT,0.3
Sweden,In-patient suicide among patients diagnosed with a mental disorder,Female,15 years old and over,LOW_CI,0.24
Sweden,In-patient suicide among patients diagnosed with a mental disorder,Female,15 years old and over,UP_CI,0.36
Sweden,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,AS_STD_RATE_CPAT,0.3
Sweden,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,LOW_CI,0.24
Sweden,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,UP_CI,0.36
Sweden,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,AS_STD_RATE_CPAT,0.15
Sweden,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,LOW_CI,0.11
Sweden,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Female,15 years old and over,UP_CI,0.19
Sweden,In-patient suicide among patients diagnosed with a mental disorder,Total,15 years old and over,AS_STD_RATE_CPAT,0.36
Sweden,In-patient suicide among patients diagnosed with a mental disorder,Total,15 years old and over,LOW_CI,0.32
Sweden,In-patient suicide among patients diagnosed with a mental disorder,Total,15 years old and over,UP_CI,0.41
Sweden,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,AS_STD_RATE_CPAT,0.36
Sweden,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,LOW_CI,0.32
Sweden,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,UP_CI,0.41
Sweden,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,AS_STD_RATE_CPAT,0.16
Sweden,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,LOW_CI,0.14
Sweden,Suicide within 30 days after discharge among patients diagnosed with a mental disorder,Total,15 years old and over,UP_CI,0.19
Australia,Consultation skipped due to costs,Male,16 years and over,LOW_CI,11.6
Australia,Consultation skipped due to costs,Male,16 years and over,UP_CI,13.2
Australia,"Medical tests, treatment or follow-up skipped due to costs",Male,16 years and over,LOW_CI,2.2
Australia,"Medical tests, treatment or follow-up skipped due to costs",Male,16 years and over,UP_CI,2.9
Australia,Prescribed medicines skipped due to costs,Male,16 years and over,LOW_CI,4.7
Australia,Prescribed medicines skipped due to costs,Male,16 years and over,UP_CI,5.8
Australia,Doctor spending enough time with patients during the consultation,Male,16 years and over,LOW_CI,91.3
Australia,Doctor spending enough time with patients during the consultation,Male,16 years and over,UP_CI,92.5
Australia,Consultation skipped due to costs,Female,16 years and over,LOW_CI,17.0
Australia,Consultation skipped due to costs,Female,16 years and over,UP_CI,18.4
Australia,"Medical tests, treatment or follow-up skipped due to costs",Female,16 years and over,LOW_CI,3.1
Australia,"Medical tests, treatment or follow-up skipped due to costs",Female,16 years and over,UP_CI,4.0
Australia,Prescribed medicines skipped due to costs,Female,16 years and over,LOW_CI,7.2
Australia,Prescribed medicines skipped due to costs,Female,16 years and over,UP_CI,8.2
Australia,Doctor spending enough time with patients during the consultation,Female,16 years and over,LOW_CI,89.3
Australia,Doctor spending enough time with patients during the consultation,Female,16 years and over,UP_CI,90.9
Australia,Consultation skipped due to costs,Total,16 years and over,LOW_CI,14.6
Australia,Consultation skipped due to costs,Total,16 years and over,UP_CI,15.8
Australia,"Medical tests, treatment or follow-up skipped due to costs",Total,16 years and over,LOW_CI,2.8
Australia,"Medical tests, treatment or follow-up skipped due to costs",Total,16 years and over,UP_CI,3.4
Australia,Prescribed medicines skipped due to costs,Total,16 years and over,LOW_CI,6.2
Australia,Prescribed medicines skipped due to costs,Total,16 years and over,UP_CI,7.0
Australia,Doctor spending enough time with patients during the consultation,Total,16 years and over,LOW_CI,90.5
Australia,Doctor spending enough time with patients during the consultation,Total,16 years and over,UP_CI,91.3
Canada,Obstetric trauma vaginal delivery with instrument,Female,15 years old and over,CRUDE_RATE_CVAG,16.3
Canada,Obstetric trauma vaginal delivery without instrument,Female,15 years old and over,CRUDE_RATE_CVAG,3.4
Canada,Retained surgical item or unretrieved device fragment,Total,15 years old and over,CRUDE_DIS_ALL,7.7
Canada,Post-operative wound dehiscence,Total,15 years old and over,CRUDE_DIS_ALL,165.6
Canada,Post-operative pulmonary embolism - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_ALL,525.4
Canada,Post-operative deep vein thrombosis - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_ALL,248.0
Canada,Post-operative sepsis - abdominal discharges,Total,15 years old and over,CRUDE_DIS_ALL,1473.4
Denmark,Obstetric trauma vaginal delivery with instrument,Female,15 years old and over,CRUDE_RATE_CVAG,12.7
Denmark,Obstetric trauma vaginal delivery without instrument,Female,15 years old and over,CRUDE_RATE_CVAG,2.9
Germany,Obstetric trauma vaginal delivery with instrument,Female,15 years old and over,CRUDE_RATE_CVAG,6.4
Germany,Obstetric trauma vaginal delivery without instrument,Female,15 years old and over,CRUDE_RATE_CVAG,1.5
Germany,Retained surgical item or unretrieved device fragment,Total,15 years old and over,CRUDE_DIS_SURG,5.8
Germany,Post-operative wound dehiscence,Total,15 years old and over,CRUDE_DIS_SURG,619.7
Germany,Post-operative pulmonary embolism - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,347.2
Germany,Post-operative deep vein thrombosis - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,329.0
Germany,Post-operative sepsis - abdominal discharges,Total,15 years old and over,CRUDE_DIS_SURG,2525.5
Italy,Obstetric trauma vaginal delivery with instrument,Female,15 years old and over,CRUDE_RATE_CVAG,2.4
Italy,Obstetric trauma vaginal delivery without instrument,Female,15 years old and over,CRUDE_RATE_CVAG,0.8
Italy,Retained surgical item or unretrieved device fragment,Total,15 years old and over,CRUDE_DIS_SURG,0.6
Italy,Retained surgical item or unretrieved device fragment,Total,15 years old and over,CRUDE_DIS_ALL,1964.3
Italy,Post-operative wound dehiscence,Total,15 years old and over,CRUDE_DIS_SURG,69.3
Italy,Post-operative wound dehiscence,Total,15 years old and over,CRUDE_DIS_ALL,4439.9
Italy,Post-operative pulmonary embolism - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,32.0
Italy,Post-operative pulmonary embolism - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_ALL,3911.6
Italy,Post-operative deep vein thrombosis - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,46.9
Italy,Post-operative deep vein thrombosis - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_ALL,3973.2
Italy,Post-operative sepsis - abdominal discharges,Total,15 years old and over,CRUDE_DIS_SURG,953.9
Italy,Post-operative sepsis - abdominal discharges,Total,15 years old and over,CRUDE_DIS_ALL,4387.7
New Zealand,Obstetric trauma vaginal delivery with instrument,Female,15 years old and over,CRUDE_RATE_CVAG,9.3
New Zealand,Obstetric trauma vaginal delivery without instrument,Female,15 years old and over,CRUDE_RATE_CVAG,1.8
Norway,Obstetric trauma vaginal delivery with instrument,Female,15 years old and over,CRUDE_RATE_CVAG,2.7
Norway,Obstetric trauma vaginal delivery without instrument,Female,15 years old and over,CRUDE_RATE_CVAG,1.3
Norway,Retained surgical item or unretrieved device fragment,Total,15 years old and over,CRUDE_DIS_SURG,5.4
Norway,Post-operative wound dehiscence,Total,15 years old and over,CRUDE_DIS_SURG,79.6
Norway,Post-operative pulmonary embolism - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,254.1
Norway,Post-operative deep vein thrombosis - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,192.6
Norway,Post-operative sepsis - abdominal discharges,Total,15 years old and over,CRUDE_DIS_SURG,2613.7
Sweden,Obstetric trauma vaginal delivery with instrument,Female,15 years old and over,CRUDE_RATE_CVAG,9.9
Sweden,Obstetric trauma vaginal delivery without instrument,Female,15 years old and over,CRUDE_RATE_CVAG,2.1
Sweden,Retained surgical item or unretrieved device fragment,Total,15 years old and over,CRUDE_DIS_SURG,9.0
Sweden,Retained surgical item or unretrieved device fragment,Total,15 years old and over,CRUDE_DIS_ALL,8.8
Sweden,Post-operative wound dehiscence,Total,15 years old and over,CRUDE_DIS_SURG,317.4
Sweden,Post-operative wound dehiscence,Total,15 years old and over,CRUDE_DIS_ALL,488.9
Sweden,Post-operative pulmonary embolism - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,318.3
Sweden,Post-operative pulmonary embolism - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_ALL,405.1
Sweden,Post-operative deep vein thrombosis - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,86.8
Sweden,Post-operative deep vein thrombosis - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_ALL,115.7
Sweden,Post-operative sepsis - abdominal discharges,Total,15 years old and over,CRUDE_DIS_SURG,1542.7
Sweden,Post-operative sepsis - abdominal discharges,Total,15 years old and over,CRUDE_DIS_ALL,763.7
Switzerland,Obstetric trauma vaginal delivery with instrument,Female,15 years old and over,CRUDE_RATE_CVAG,7.3
Switzerland,Obstetric trauma vaginal delivery without instrument,Female,15 years old and over,CRUDE_RATE_CVAG,2.1
Switzerland,Retained surgical item or unretrieved device fragment,Total,15 years old and over,CRUDE_DIS_ALL,9.1
Switzerland,Post-operative wound dehiscence,Total,15 years old and over,CRUDE_DIS_ALL,297.9
Switzerland,Post-operative pulmonary embolism - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_ALL,402.3
Switzerland,Post-operative deep vein thrombosis - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_ALL,178.3
Switzerland,Post-operative sepsis - abdominal discharges,Total,15 years old and over,CRUDE_DIS_ALL,2035.9
United Kingdom,Obstetric trauma vaginal delivery with instrument,Female,15 years old and over,CRUDE_RATE_CVAG,5.8
United Kingdom,Obstetric trauma vaginal delivery without instrument,Female,15 years old and over,CRUDE_RATE_CVAG,2.4
United Kingdom,Retained surgical item or unretrieved device fragment,Total,15 years old and over,CRUDE_DIS_SURG,8.5
United Kingdom,Post-operative wound dehiscence,Total,15 years old and over,CRUDE_DIS_SURG,75.4
United Kingdom,Post-operative pulmonary embolism - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,346.7
United Kingdom,Post-operative deep vein thrombosis - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,223.8
United Kingdom,Post-operative sepsis - abdominal discharges,Total,15 years old and over,CRUDE_DIS_SURG,3772.5
Israel,Obstetric trauma vaginal delivery with instrument,Female,15 years old and over,CRUDE_RATE_CVAG,1.9
Israel,Obstetric trauma vaginal delivery without instrument,Female,15 years old and over,CRUDE_RATE_CVAG,0.5
Israel,Retained surgical item or unretrieved device fragment,Total,15 years old and over,CRUDE_DIS_SURG,2.6
Israel,Post-operative wound dehiscence,Total,15 years old and over,CRUDE_DIS_SURG,61.7
Israel,Post-operative pulmonary embolism - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,487.7
Israel,Post-operative deep vein thrombosis - hip and knee replacement discharges,Total,15 years old and over,CRUDE_DIS_SURG,310.5
Israel,Post-operative sepsis - abdominal discharges,Total,15 years old and over,CRUDE_DIS_SURG,4122.6
Australia,Elderly patients with prescription of long-term benzodiazepines or related drugs,Male,65 years old and over,NUM_MILE,2.2
Australia,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Male,65 years old and over,NUM_MILE,39.7
Australia,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,AS_STD_RATE_MPOP,32.4
Australia,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,LOW_CI,32.1
Australia,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,UP_CI,32.6
Australia,Elderly patients with prescription of long-term benzodiazepines or related drugs,Female,65 years old and over,NUM_MILE,3.1
Australia,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Female,65 years old and over,NUM_MILE,60.1
Australia,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,AS_STD_RATE_MPOP,36.3
Australia,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,LOW_CI,36.1
Australia,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,UP_CI,36.6
Australia,Elderly patients with prescription of long-term benzodiazepines or related drugs,Total,65 years old and over,NUM_MILE,2.7
Australia,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Total,65 years old and over,NUM_MILE,50.6
Australia,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,AS_STD_RATE_MPOP,34.8
Australia,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,LOW_CI,34.6
Australia,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,UP_CI,35.0
Canada,Elderly patients with prescription of long-term benzodiazepines or related drugs,Male,65 years old and over,NUM_MILE,10.2
Canada,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Male,65 years old and over,NUM_MILE,7.4
Canada,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,AS_STD_RATE_MPOP,50.4
Canada,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,LOW_CI,50.1
Canada,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,UP_CI,50.7
Canada,Elderly patients with prescription of long-term benzodiazepines or related drugs,Female,65 years old and over,NUM_MILE,13.6
Canada,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Female,65 years old and over,NUM_MILE,9.4
Canada,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,AS_STD_RATE_MPOP,57.9
Canada,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,LOW_CI,57.6
Canada,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,UP_CI,58.2
Canada,Elderly patients with prescription of long-term benzodiazepines or related drugs,Total,65 years old and over,NUM_MILE,12.1
Canada,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Total,65 years old and over,NUM_MILE,8.5
Canada,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,AS_STD_RATE_MPOP,54.9
Canada,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,LOW_CI,54.7
Canada,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,UP_CI,55.1
Denmark,Elderly patients with prescription of long-term benzodiazepines or related drugs,Male,65 years old and over,NUM_MILE,7.6
Denmark,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Male,65 years old and over,NUM_MILE,10.4
Denmark,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,AS_STD_RATE_MPOP,31.0
Denmark,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,LOW_CI,30.5
Denmark,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,UP_CI,31.5
Denmark,Elderly patients with prescription of long-term benzodiazepines or related drugs,Female,65 years old and over,NUM_MILE,14.7
Denmark,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Female,65 years old and over,NUM_MILE,19.2
Denmark,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,AS_STD_RATE_MPOP,37.5
Denmark,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,LOW_CI,37.0
Denmark,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,UP_CI,38.0
Denmark,Elderly patients with prescription of long-term benzodiazepines or related drugs,Total,65 years old and over,NUM_MILE,11.4
Denmark,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Total,65 years old and over,NUM_MILE,15.2
Denmark,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,AS_STD_RATE_MPOP,34.8
Denmark,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,LOW_CI,34.5
Denmark,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,UP_CI,35.1
Netherlands,Elderly patients with prescription of long-term benzodiazepines or related drugs,Male,65 years old and over,NUM_MILE,10.0
Netherlands,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Male,65 years old and over,NUM_MILE,19.7
Netherlands,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,AS_STD_RATE_MPOP,29.9
